200 200
2 57 -1.000
2 58 -1.000
2 59 2.000
2 60 -2.000
2 61 1.000
2 62 -1.000
2 63 0.000
2 64 2.000
2 65 0.000
2 66 1.000
2 67 -2.000
2 68 -2.000
2 69 3.000
2 70 1.000
2 71 1.000
2 72 3.000
2 73 0.000
2 74 0.000
2 75 0.000
2 76 3.000
2 77 -1.000
2 78 1.000
2 79 -3.000
2 80 2.000
2 81 -2.000
2 82 -3.000
2 83 1.000
2 84 0.000
2 85 2.000
2 86 3.000
2 87 -3.000
2 88 -1.000
2 89 3.000
2 90 -3.000
2 91 -2.000
2 92 -1.000
2 93 1.000
2 94 0.000
2 95 0.000
2 96 -2.000
2 97 2.000
2 98 3.000
2 99 3.000
2 100 2.000
2 101 1.000
2 102 -2.000
2 103 -2.000
2 104 -2.000
2 105 -2.000
2 106 -3.000
2 107 1.000
2 108 1.000
2 109 0.000
2 110 2.000
2 111 1.000
2 112 1.000
2 113 -2.000
2 114 -3.000
2 115 -1.000
2 116 2.000
2 117 2.000
2 118 3.000
2 119 -1.000
2 120 1.000
2 121 1.000
2 122 -1.000
2 123 -1.000
2 124 0.000
2 125 1.000
2 126 1.000
2 127 0.000
2 128 -1.000
2 129 0.000
2 130 3.000
2 131 -1.000
2 132 -3.000
2 133 2.000
2 134 1.000
2 135 2.000
2 136 1.000
2 137 3.000
2 138 0.000
2 139 3.000
2 140 2.000
2 141 2.000
2 142 -1.000
2 143 -2.000
2 144 -3.000
2 145 3.000
2 146 0.000
2 147 1.000
2 148 1.000
2 149 2.000
2 150 -3.000
2 151 -3.000
2 152 1.000
2 153 1.000
2 154 2.000
2 155 -1.000
2 156 2.000
2 157 -1.000
2 158 2.000
2 159 -3.000
2 160 3.000
2 161 0.000
2 162 0.000
2 163 -2.000
2 164 3.000
2 165 0.000
2 166 3.000
2 167 0.000
2 168 3.000
2 169 -2.000
2 170 0.000
2 171 2.000
2 172 1.000
2 173 -2.000
2 174 2.000
2 175 2.000
2 176 0.000
2 177 -1.000
2 178 -3.000
2 179 -2.000
2 180 0.000
2 181 0.000
2 182 2.000
2 183 1.000
2 184 0.000
2 185 0.000
2 186 -1.000
2 187 -2.000
2 188 -1.000
2 189 -1.000
2 190 -1.000
2 191 0.000
2 192 0.000
2 193 -3.000
2 194 0.000
2 195 2.000
2 196 2.000
2 197 -1.000
2 198 1.000
2 199 -2.000
3 0 0.000
3 1 2.000
3 2 3.000
3 3 3.000
3 4 -1.000
3 5 -1.000
3 6 0.000
3 7 -2.000
3 8 2.000
3 9 -1.000
3 10 -1.000
3 11 1.000
3 12 2.000
3 13 -3.000
3 14 3.000
3 15 -2.000
3 16 3.000
3 17 2.000
3 18 2.000
3 19 -3.000
3 20 0.000
3 21 3.000
3 22 -1.000
3 23 2.000
3 24 0.000
3 25 0.000
3 26 3.000
3 27 -3.000
3 28 -1.000
3 29 -1.000
3 30 -3.000
3 31 1.000
3 32 0.000
3 33 2.000
3 34 1.000
3 35 1.000
3 36 1.000
3 37 -2.000
3 38 1.000
3 39 0.000
3 40 2.000
3 41 0.000
3 42 2.000
3 43 0.000
3 44 -2.000
3 45 -3.000
3 46 3.000
3 47 3.000
3 48 0.000
3 49 3.000
3 50 2.000
3 51 0.000
3 52 -3.000
3 53 2.000
3 54 -3.000
3 55 -2.000
3 56 -3.000
3 57 1.000
3 58 1.000
3 59 -1.000
3 60 1.000
3 61 3.000
3 62 3.000
3 63 -1.000
3 64 2.000
3 65 3.000
3 66 -2.000
3 67 3.000
3 68 -2.000
3 69 -3.000
3 70 -2.000
3 71 1.000
3 72 2.000
3 73 1.000
3 74 -2.000
3 75 -2.000
3 76 3.000
3 77 -1.000
3 78 2.000
3 79 1.000
3 80 1.000
3 81 -2.000
3 82 -2.000
3 83 -2.000
3 84 3.000
3 85 1.000
3 86 3.000
3 87 1.000
3 88 -3.000
3 89 1.000
3 90 0.000
3 91 3.000
3 92 0.000
3 93 -3.000
3 94 0.000
3 95 -1.000
3 96 -2.000
3 97 3.000
3 98 3.000
3 99 -1.000
3 100 -2.000
3 101 -2.000
3 102 -3.000
3 103 3.000
3 104 1.000
3 105 1.000
3 106 0.000
3 107 3.000
3 108 -1.000
3 109 -3.000
3 110 3.000
3 111 1.000
3 112 0.000
3 113 0.000
3 114 -3.000
3 115 -2.000
3 116 1.000
3 117 0.000
3 118 2.000
3 119 -2.000
3 120 -1.000
3 121 2.000
3 122 1.000
3 123 -3.000
3 124 1.000
3 125 -1.000
3 126 2.000
3 127 3.000
3 128 -1.000
3 129 -1.000
3 130 -2.000
3 131 3.000
3 132 -2.000
3 133 -2.000
3 134 -1.000
3 135 0.000
3 136 2.000
3 137 2.000
3 138 0.000
3 139 3.000
3 140 -3.000
3 141 2.000
3 142 0.000
3 143 1.000
3 144 3.000
3 145 3.000
3 146 3.000
3 147 2.000
3 148 0.000
3 149 -3.000
3 150 -2.000
3 151 1.000
3 152 0.000
3 153 2.000
3 154 -2.000
3 155 -3.000
3 156 2.000
3 157 2.000
3 158 0.000
3 159 3.000
3 160 0.000
3 161 1.000
3 162 -1.000
3 163 1.000
3 164 3.000
3 165 1.000
3 166 -1.000
3 167 -1.000
3 168 2.000
3 169 -1.000
3 170 0.000
3 171 0.000
3 172 2.000
3 173 3.000
3 174 -2.000
3 175 -2.000
3 176 2.000
3 177 3.000
3 178 -3.000
3 179 1.000
3 180 0.000
3 181 -3.000
3 182 0.000
3 183 2.000
3 184 1.000
3 185 -3.000
3 186 3.000
3 187 2.000
3 188 -3.000
3 189 0.000
3 190 3.000
3 191 0.000
3 192 2.000
3 193 1.000
3 194 2.000
3 195 0.000
3 196 3.000
3 197 -3.000
3 198 1.000
3 199 -1.000
4 0 1.000
4 1 -3.000
4 2 0.000
4 3 0.000
4 4 2.000
4 5 -1.000
4 6 3.000
4 7 -1.000
4 8 0.000
4 9 -3.000
4 10 -2.000
4 11 3.000
4 12 1.000
4 13 0.000
4 14 3.000
4 15 3.000
4 16 2.000
4 17 2.000
4 18 -3.000
4 19 -1.000
4 20 2.000
4 21 3.000
4 22 -2.000
4 23 -1.000
4 24 -3.000
4 25 -3.000
4 26 -3.000
4 27 -3.000
4 28 -1.000
4 29 3.000
4 30 3.000
4 31 2.000
4 32 0.000
4 33 -2.000
4 34 1.000
4 35 1.000
4 36 1.000
4 37 2.000
4 38 0.000
4 39 -2.000
4 40 -1.000
4 41 -3.000
4 42 0.000
4 43 3.000
4 44 -1.000
4 45 -2.000
4 46 -3.000
4 47 -2.000
4 48 3.000
4 49 -2.000
4 50 2.000
4 51 0.000
4 52 -1.000
4 53 -1.000
4 54 0.000
4 55 -1.000
4 56 -3.000
4 57 -3.000
4 58 2.000
4 59 1.000
4 60 1.000
4 61 3.000
4 62 2.000
4 63 2.000
4 64 3.000
4 65 1.000
4 66 -3.000
4 67 -2.000
4 68 3.000
4 69 -1.000
4 70 2.000
4 71 2.000
4 72 -2.000
4 73 0.000
4 74 3.000
4 75 2.000
4 76 -1.000
4 77 -1.000
4 78 -2.000
4 79 0.000
4 80 0.000
4 81 -3.000
4 82 -1.000
4 83 -3.000
4 84 2.000
4 85 0.000
4 86 -2.000
4 87 -1.000
4 88 -2.000
4 89 1.000
4 90 -2.000
4 91 -2.000
4 92 1.000
4 93 1.000
4 94 -3.000
4 95 -1.000
4 96 1.000
4 97 -1.000
4 98 3.000
4 99 1.000
4 100 1.000
4 101 -2.000
4 102 2.000
4 103 3.000
4 104 -2.000
4 105 1.000
4 106 -1.000
4 107 3.000
4 108 1.000
4 109 -1.000
4 110 2.000
4 111 0.000
4 112 -2.000
4 113 0.000
4 114 1.000
4 115 -3.000
4 116 -1.000
4 117 3.000
4 118 -2.000
4 119 1.000
4 120 1.000
4 121 -2.000
4 122 -2.000
4 123 1.000
4 124 0.000
4 125 -2.000
4 126 -1.000
4 127 -3.000
4 128 1.000
4 129 1.000
4 130 -2.000
4 131 1.000
4 132 -1.000
4 133 1.000
4 134 2.000
4 135 0.000
4 136 2.000
4 137 0.000
4 138 -3.000
4 139 -3.000
4 140 0.000
4 141 3.000
4 142 0.000
4 143 -2.000
4 144 3.000
4 145 3.000
4 146 -3.000
4 147 1.000
4 148 -3.000
4 149 3.000
4 150 -3.000
4 151 -3.000
4 152 0.000
4 153 3.000
4 154 -2.000
4 155 -2.000
4 156 0.000
4 157 -1.000
4 158 0.000
4 159 -2.000
4 160 0.000
4 161 -1.000
4 162 0.000
4 163 3.000
4 164 0.000
4 165 -2.000
4 166 -1.000
4 167 -2.000
4 168 0.000
4 169 -2.000
4 170 -2.000
4 171 -3.000
4 172 -1.000
4 173 -1.000
4 174 2.000
4 175 -1.000
4 176 3.000
4 177 0.000
4 178 3.000
4 179 0.000
4 180 -1.000
4 181 -2.000
4 182 0.000
4 183 1.000
4 184 0.000
4 185 -3.000
4 186 3.000
4 187 1.000
4 188 1.000
4 189 3.000
4 190 -1.000
4 191 0.000
4 192 0.000
4 193 -1.000
4 194 2.000
4 195 2.000
4 196 2.000
4 197 0.000
4 198 3.000
4 199 -1.000
5 0 0.000
5 1 0.000
5 2 2.000
5 3 3.000
5 4 -3.000
5 5 2.000
5 6 -3.000
5 7 -1.000
5 8 2.000
5 9 1.000
5 10 0.000
5 11 -3.000
5 12 0.000
5 13 -2.000
5 14 1.000
5 15 3.000
5 16 -2.000
5 17 2.000
5 18 3.000
5 19 3.000
5 20 -1.000
5 21 0.000
5 22 0.000
5 23 3.000
5 24 1.000
5 25 2.000
5 26 1.000
5 27 1.000
5 28 0.000
5 29 -1.000
5 30 -2.000
5 31 -3.000
5 32 0.000
5 33 2.000
5 34 3.000
5 35 -1.000
5 36 1.000
5 37 3.000
5 38 3.000
5 39 1.000
5 40 -3.000
5 41 -3.000
5 42 2.000
5 43 2.000
5 44 -1.000
5 45 -2.000
5 46 -2.000
5 47 -3.000
5 48 -3.000
5 49 -2.000
5 50 3.000
5 51 -2.000
5 52 -1.000
5 53 -1.000
5 54 -2.000
5 55 1.000
5 56 -1.000
5 57 2.000
5 58 -3.000
5 59 2.000
5 60 -2.000
5 61 1.000
5 62 0.000
5 63 -3.000
5 64 1.000
5 65 -3.000
5 66 -2.000
5 67 2.000
5 68 1.000
5 69 -3.000
5 70 -1.000
5 71 2.000
5 72 -3.000
5 73 1.000
5 74 -1.000
5 75 0.000
5 76 -2.000
5 77 2.000
5 78 2.000
5 79 -2.000
5 80 -3.000
5 81 0.000
5 82 1.000
5 83 1.000
5 84 3.000
5 85 2.000
5 86 2.000
5 87 -3.000
5 88 1.000
5 89 3.000
5 90 2.000
5 91 -1.000
5 92 -2.000
5 93 2.000
5 94 2.000
5 95 -2.000
5 96 -3.000
5 97 3.000
5 98 -1.000
5 99 -3.000
5 100 0.000
5 101 -1.000
5 102 0.000
5 103 -3.000
5 104 3.000
5 105 0.000
5 106 2.000
5 107 2.000
5 108 2.000
5 109 0.000
5 110 1.000
5 111 -1.000
5 112 -1.000
5 113 3.000
5 114 3.000
5 115 -1.000
5 116 3.000
5 117 3.000
5 118 1.000
5 119 2.000
5 120 1.000
5 121 -1.000
5 122 2.000
5 123 -1.000
5 124 -3.000
5 125 2.000
5 126 1.000
5 127 0.000
5 128 -1.000
5 129 1.000
5 130 3.000
5 131 -1.000
5 132 -1.000
5 133 0.000
5 134 -1.000
5 135 2.000
5 136 0.000
5 137 -2.000
5 138 -3.000
5 139 -1.000
5 140 0.000
5 141 0.000
5 142 0.000
5 143 0.000
5 144 -1.000
5 145 2.000
5 146 0.000
5 147 -3.000
5 148 -1.000
5 149 0.000
5 150 -1.000
5 151 -2.000
5 152 -3.000
5 153 -2.000
5 154 2.000
5 155 3.000
5 156 1.000
5 157 -3.000
5 158 3.000
5 159 -2.000
5 160 -1.000
5 161 -1.000
5 162 -1.000
5 163 3.000
5 164 -1.000
5 165 2.000
5 166 1.000
5 167 1.000
5 168 -1.000
5 169 -2.000
5 170 -3.000
5 171 -1.000
5 172 2.000
5 173 1.000
5 174 1.000
5 175 -2.000
5 176 1.000
5 177 1.000
5 178 -3.000
5 179 0.000
5 180 2.000
5 181 -3.000
5 182 -2.000
5 183 0.000
5 184 1.000
5 185 3.000
5 186 -3.000
5 187 2.000
5 188 0.000
5 189 -1.000
5 190 -3.000
5 191 3.000
5 192 -2.000
5 193 1.000
5 194 1.000
5 195 -1.000
5 196 -3.000
5 197 -2.000
5 198 3.000
5 199 3.000
6 0 -2.000
6 1 -2.000
6 2 2.000
6 3 -1.000
6 4 -3.000
6 5 -3.000
6 6 1.000
6 7 2.000
6 8 0.000
6 9 -1.000
6 10 1.000
6 11 0.000
6 12 -1.000
6 13 -1.000
6 14 -3.000
6 15 -3.000
6 16 -1.000
6 17 -3.000
6 18 -2.000
6 19 -2.000
6 20 1.000
6 21 -1.000
6 22 -3.000
6 23 -1.000
6 24 0.000
6 25 2.000
6 26 0.000
6 27 0.000
6 28 -3.000
6 29 0.000
6 30 3.000
6 31 1.000
6 32 3.000
6 33 3.000
6 34 -3.000
6 35 1.000
6 36 1.000
6 37 3.000
6 38 3.000
6 39 -2.000
6 40 -3.000
6 41 2.000
6 42 -2.000
6 43 1.000
6 44 1.000
6 45 0.000
6 46 -2.000
6 47 -3.000
6 48 1.000
6 49 -3.000
6 50 1.000
6 51 -1.000
6 52 -2.000
6 53 -3.000
6 54 -1.000
6 55 1.000
6 56 0.000
6 57 2.000
6 58 -3.000
6 59 2.000
6 60 0.000
6 61 2.000
6 62 2.000
6 63 1.000
6 64 2.000
6 65 2.000
6 66 -1.000
6 67 -1.000
6 68 -1.000
6 69 3.000
6 70 -1.000
6 71 0.000
6 72 -3.000
6 73 1.000
6 74 -1.000
6 75 -1.000
6 76 -1.000
6 77 1.000
6 78 -2.000
6 79 0.000
6 80 -2.000
6 81 2.000
6 82 3.000
6 83 3.000
6 84 0.000
6 85 -2.000
6 86 -1.000
6 87 -3.000
6 88 -1.000
6 89 -2.000
6 90 3.000
6 91 2.000
6 92 2.000
6 93 -2.000
6 94 -3.000
6 95 0.000
6 96 0.000
6 97 -2.000
6 98 -3.000
6 99 -1.000
6 100 -3.000
6 101 2.000
6 102 -3.000
6 103 -3.000
6 104 -3.000
6 105 0.000
6 106 -2.000
6 107 -1.000
6 108 -1.000
6 109 3.000
6 110 1.000
6 111 -2.000
6 112 2.000
6 113 0.000
6 114 3.000
6 115 2.000
6 116 -3.000
6 117 -2.000
6 118 0.000
6 119 2.000
6 120 1.000
6 121 -2.000
6 122 -2.000
6 123 0.000
6 124 0.000
6 125 -2.000
6 126 2.000
6 127 3.000
6 128 0.000
6 129 -2.000
6 130 -3.000
6 131 3.000
6 132 1.000
6 133 -2.000
6 134 3.000
6 135 -2.000
6 136 1.000
6 137 0.000
6 138 2.000
6 139 0.000
6 140 -3.000
6 141 -2.000
6 142 -2.000
6 143 3.000
6 144 2.000
6 145 3.000
6 146 2.000
6 147 3.000
6 148 -3.000
6 149 0.000
6 150 3.000
6 151 -3.000
6 152 -1.000
6 153 3.000
6 154 2.000
6 155 2.000
6 156 1.000
6 157 0.000
6 158 0.000
6 159 0.000
6 160 -1.000
6 161 2.000
6 162 2.000
6 163 0.000
6 164 3.000
6 165 3.000
6 166 0.000
6 167 -3.000
6 168 1.000
6 169 -1.000
6 170 -3.000
6 171 1.000
6 172 2.000
6 173 0.000
6 174 0.000
6 175 2.000
6 176 0.000
6 177 2.000
6 178 -1.000
6 179 -2.000
6 180 2.000
6 181 1.000
6 182 -3.000
6 183 1.000
6 184 1.000
6 185 3.000
6 186 -3.000
6 187 -1.000
6 188 -2.000
6 189 0.000
6 190 2.000
6 191 1.000
6 192 3.000
6 193 2.000
6 194 3.000
6 195 1.000
6 196 0.000
6 197 -1.000
6 198 2.000
6 199 -3.000
7 0 -2.000
7 1 -2.000
7 2 3.000
7 3 -2.000
7 4 0.000
7 5 -3.000
7 6 0.000
7 7 3.000
7 8 -3.000
7 9 -3.000
7 10 -1.000
7 11 -1.000
7 12 0.000
7 13 -3.000
7 14 1.000
7 15 1.000
7 16 -1.000
7 17 -2.000
7 18 1.000
7 19 1.000
7 20 2.000
7 21 -2.000
7 22 -3.000
7 23 2.000
7 24 0.000
7 25 2.000
7 26 -3.000
7 27 -2.000
7 28 3.000
7 29 1.000
7 30 -3.000
7 31 -3.000
7 32 -3.000
7 33 1.000
7 34 1.000
7 35 1.000
7 36 0.000
7 37 1.000
7 38 -1.000
7 39 0.000
7 40 -3.000
7 41 1.000
7 42 -1.000
7 43 1.000
7 44 -2.000
7 45 3.000
7 46 3.000
7 47 1.000
7 48 -2.000
7 49 3.000
7 50 3.000
7 51 -1.000
7 52 -2.000
7 53 0.000
7 54 0.000
7 55 3.000
7 56 -1.000
7 57 3.000
7 58 -3.000
7 59 0.000
7 60 -3.000
7 61 -3.000
7 62 0.000
7 63 -1.000
7 64 3.000
7 65 3.000
7 66 -3.000
7 67 -3.000
7 68 1.000
7 69 -2.000
7 70 1.000
7 71 1.000
7 72 -3.000
7 73 -2.000
7 74 -2.000
7 75 0.000
7 76 3.000
7 77 3.000
7 78 0.000
7 79 -2.000
7 80 1.000
7 81 -1.000
7 82 1.000
7 83 2.000
7 84 -1.000
7 85 1.000
7 86 -3.000
7 87 1.000
7 88 -2.000
7 89 -3.000
7 90 1.000
7 91 -1.000
7 92 -1.000
7 93 0.000
7 94 0.000
7 95 1.000
7 96 1.000
7 97 0.000
7 98 1.000
7 99 -3.000
7 100 -2.000
7 101 -2.000
7 102 -1.000
7 103 2.000
7 104 1.000
7 105 2.000
7 106 1.000
7 107 0.000
7 108 -3.000
7 109 -1.000
7 110 2.000
7 111 -1.000
7 112 0.000
7 113 3.000
7 114 1.000
7 115 -2.000
7 116 1.000
7 117 -3.000
7 118 -3.000
7 119 2.000
7 120 -3.000
7 121 2.000
7 122 0.000
7 123 2.000
7 124 -2.000
7 125 -1.000
7 126 -2.000
7 127 2.000
7 128 0.000
7 129 1.000
7 130 0.000
7 131 -1.000
7 132 1.000
7 133 3.000
7 134 2.000
7 135 -3.000
7 136 3.000
7 137 -2.000
7 138 -1.000
7 139 0.000
7 140 -2.000
7 141 1.000
7 142 1.000
7 143 -1.000
7 144 -2.000
7 145 -1.000
7 146 -2.000
7 147 2.000
7 148 0.000
7 149 3.000
7 150 -3.000
7 151 -1.000
7 152 -1.000
7 153 -3.000
7 154 1.000
7 155 1.000
7 156 -1.000
7 157 1.000
7 158 -2.000
7 159 -1.000
7 160 1.000
7 161 2.000
7 162 0.000
7 163 2.000
7 164 0.000
7 165 2.000
7 166 1.000
7 167 -3.000
7 168 1.000
7 169 -3.000
7 170 -1.000
7 171 0.000
7 172 -1.000
7 173 3.000
7 174 0.000
7 175 2.000
7 176 3.000
7 177 -2.000
7 178 -2.000
7 179 2.000
7 180 3.000
7 181 -3.000
7 182 2.000
7 183 -1.000
7 184 2.000
7 185 2.000
7 186 1.000
7 187 1.000
7 188 3.000
7 189 0.000
7 190 0.000
7 191 -2.000
7 192 -2.000
7 193 -1.000
7 194 -3.000
7 195 3.000
7 196 -1.000
7 197 3.000
7 198 2.000
7 199 0.000
8 0 0.000
8 1 -2.000
8 2 -1.000
8 3 -3.000
8 4 1.000
8 5 -3.000
8 6 3.000
8 7 1.000
8 8 3.000
8 9 1.000
8 10 0.000
8 11 -2.000
8 12 -3.000
8 13 -1.000
8 14 3.000
8 15 -1.000
8 16 1.000
8 17 -1.000
8 18 0.000
8 19 -2.000
8 20 -2.000
8 21 3.000
8 22 2.000
8 23 1.000
8 24 2.000
8 25 -1.000
8 26 1.000
8 27 -2.000
8 28 2.000
8 29 1.000
8 30 -2.000
8 31 1.000
8 32 -1.000
8 33 2.000
8 34 -1.000
8 35 2.000
8 36 1.000
8 37 2.000
8 38 2.000
8 39 0.000
8 40 2.000
8 41 0.000
8 42 1.000
8 43 -3.000
8 44 -1.000
8 45 -1.000
8 46 3.000
8 47 0.000
8 48 1.000
8 49 -3.000
8 50 -2.000
8 51 -2.000
8 52 -3.000
8 53 -1.000
8 54 0.000
8 55 0.000
8 56 1.000
8 57 0.000
8 58 -2.000
8 59 -3.000
8 60 3.000
8 61 -1.000
8 62 2.000
